UID,ID,Study,longitude,latitude,MAT,MAP,pH,SOC,TN,sand,silt,clay,years,n,AS,BG,CBH,CN,DOC,Fed,Feo,SOC,MAOC,POC,Fep,TN,XYL,PPO,ph,Mura,GalN,GluN,ManN,MBC
851,851,947,0.766667,41.733333,14.5,390,7.699999809,11.4,1.299999952,22,44,34,16,6,,,,,,,,-0.041158072,,,,,,,,,,,,-0.443492503
852,852,947,6.05,37.283333,17.5,494,NA,9.2,NA,NA,NA,NA,14,3,,,,,,,,0.146327954,,,,,,,,,,,,-0.21419094
853,853,947,6.05,37.283333,17.5,494,NA,9.2,NA,NA,NA,NA,14,3,,,,,,,,-0.049832374,,,,,,,,,,,,0.032119549
854,854,947,6.05,37.283333,17.5,494,NA,9.2,NA,NA,NA,NA,14,3,,,,,,,,-0.026907453,,,,,,,,,,,,-0.232931558
855,855,964,26.835,-32.7725,17.53849983,575,6.98,11.5,2.299999952,60,18,22,3,3,,,,,,,,,,,,,,,,,,,,0.133531393
856,856,964,26.835,-32.7725,17.53849983,575,6.98,11.5,2.299999952,60,18,22,3,3,,,,,,,,,,,,,,,,,,,,-0.056311172
857,857,964,26.835,-32.7725,17.53849983,575,6.98,11.5,2.299999952,60,18,22,3,3,,,,,,,,,,,,,,,,,,,,0.14536585
858,858,964,26.835,-32.7725,17.53849983,575,6.98,11.5,2.299999952,60,18,22,3,3,,,,,,,,,,,,,,,,,,,,0.115382074
859,859,964,26.835,-32.7725,17.53849983,575,6.98,11.5,2.299999952,60,18,22,3,3,,,,,,,,,,,,,,,,,,,,0.268056108
860,860,964,26.835,-32.7725,17.53849983,575,6.98,11.5,2.299999952,60,18,22,3,3,,,,,,,,,,,,,,,,,,,,-0.032866808
861,861,970,-52.46,52.46,NA,NA,NA,NA,NA,NA,NA,NA,7,3,,0.414373853,,-0.46064626,,,,0.081678031,,,,0.542324291,,,,,,,,0.424883194
862,862,970,-52.46,52.46,NA,NA,NA,NA,NA,NA,NA,NA,7,3,,0.144500424,,-0.192204093,,,,0.112117298,,,,0.304321391,,,,,,,,0.259075561
863,863,972,34.405319,0.129711,22.5,1727,5.599999905,42,3.200000048,16.7,15.1,68.2,9,3,,0.234689542,,,,,,,,,,,,,,,,,,
864,864,972,34.405319,0.129711,22.5,1727,5.599999905,42,3.200000048,16.7,15.1,68.2,9,3,,0.155925303,,,,,,,,,,,,,,,,,,
865,865,972,34.405319,0.129711,22.5,1727,5.599999905,15.10000038,1.799999952,16.7,15.1,68.2,9,3,,0.424728407,,,,,,,,,,,,,,,,,,
866,866,972,34.405319,0.129711,22.5,1727,5.599999905,15.10000038,1.799999952,16.7,15.1,68.2,9,3,,0.0038835,,,,,,,,,,,,,,,,,,
867,867,974,-53.228631,-29.208361,24.5,1550,5.199999809,48.79999924,3.5,26,36,38,8,3,,,,-0.127700472,,,,0.565446708,,,,0.693147181,,,-0.058268908,,,,,-0.613126648
868,868,974,-53.228631,-29.208361,24.5,1550,5.199999809,48.79999924,3.5,26,36,38,8,3,,,,0.15665381,,,,-0.200021134,,,,-0.356674944,,,0,,,,,-1.046087088
869,869,974,-53.228631,-29.208361,24.5,1550,5.199999809,48.79999924,3.5,26,36,38,8,3,,,,0.099433897,,,,0.610259521,,,,0.510825624,,,-0.017699577,,,,,-0.590331683
870,870,978,125.55,40.2,4.4,520,5.900000095,63.29999924,4.099999905,36,42,22,12,3,,,,,,,,,,,,,,,,,,,,
871,871,985,3.333333,40.533333,NA,353,7.9,7.5,NA,50.5,37.6,11.9,20,4,,0.280134867,,,0.070617567,,,0.124297717,,,,,,,,,,,,0.082691716
872,872,985,3.333333,40.533333,NA,353,8,6.3,NA,50.5,37.6,11.9,20,4,,0.025317808,,,0,,,-0.081678031,,,,,,,,,,,,0.258861634
873,873,985,3.333333,40.533333,NA,353,7.9,7.5,NA,50.5,37.6,11.9,20,4,,0.779531795,,,0.606135804,,,0.655689618,,,,,,,,,,,,0.583947889
874,874,985,3.333333,40.533333,NA,353,8,6.3,NA,50.5,37.6,11.9,20,4,,0.131927543,,,0.079738618,,,-0.071095922,,,,,,,,,,,,0.204794412
875,875,986,70.633333,33.666667,16.05,330,7,36.5,3.799999952,34,41,25,6,3,,,,,,,,0.198858398,,,,,,,0,,,,,
876,876,987,7.5,47,9.3,1109,5.400000095,95,8.5,49,32,19,6,3,,,,-0.00361664,,,,0,,,,0.003616641,,,-0.051487526,,,,,
877,877,987,7.5,47,9.3,1109,5.5,36.5,3,50,32,18,6,3,,,,0.472156482,,,,0.220842054,,,,-0.251314427,,,0.042230061,,,,,
878,878,992,-84.483333,38.116667,13,1154,6,48.5,3.400000095,10,67,23,33,4,,,,0.073321133,0.41645423,,,0.747635366,,,,0.674314232,,,0.116667587,,,,,
879,879,992,-84.483333,38.116667,13,1154,6,48.5,3.400000095,10,67,23,33,4,,,,0.057181108,0.435735172,,,0.846269583,,,,0.789088474,,,0.076273777,,,,,
880,880,997,-88.8490914,35.6229705,15.37166691,1375,5.5,36.79999924,3.099999905,13,60,27,26,4,,0.462623522,,,,,,0.257829109,,,,,,,,,,,,-0.030168824
881,881,1006,-4.516667,37.766667,17,484,7.566666667,7.633333333,2.099999905,12.7,17.9,69.4,22,3,,0.4177352,,,,,,,,,,,,,,,,,,
882,882,1006,-4.516667,37.766667,17,484,7.566666667,7.633333333,1.100000024,12.7,17.9,69.4,22,3,,-0.07290677,,,,,,,,,,,,,,,,,,
883,883,1006,-4.516667,37.766667,17,484,7.566666667,7.633333333,0.899999976,12.7,17.9,69.4,22,3,,-0.06637507,,,,,,,,,,,,,,,,,,
884,884,1006,-4.516667,37.766667,17,484,7.566666667,7.633333333,0.699999988,12.7,17.9,69.4,22,3,,0.294239473,,,,,,,,,,,,,,,,,,
885,885,1006,-4.516667,37.766667,17,484,7.566666667,7.633333333,2.099999905,12.7,17.9,69.4,22,3,,0.232112221,,,,,,,,,,,,,,,,,,
886,886,1006,-4.516667,37.766667,17,484,7.566666667,7.633333333,1.100000024,12.7,17.9,69.4,22,3,,-0.050010421,,,,,,,,,,,,,,,,,,
887,887,1006,-4.516667,37.766667,17,484,7.566666667,7.633333333,0.899999976,12.7,17.9,69.4,22,3,,-0.216223108,,,,,,,,,,,,,,,,,,
888,888,1006,-4.516667,37.766667,17,484,7.566666667,7.633333333,0.699999988,12.7,17.9,69.4,22,3,,0.197530976,,,,,,,,,,,,,,,,,,
889,889,1006,-4.516667,37.766667,17,484,7.566666667,7.633333333,2.099999905,12.7,17.9,69.4,22,3,,0.132117965,,,,,,,,,,,,,,,,,,
890,890,1006,-4.516667,37.766667,17,484,7.566666667,7.633333333,1.100000024,12.7,17.9,69.4,22,3,,0.137056246,,,,,,,,,,,,,,,,,,
891,891,1006,-4.516667,37.766667,17,484,7.566666667,7.633333333,0.899999976,12.7,17.9,69.4,22,3,,-0.152969345,,,,,,,,,,,,,,,,,,
892,892,1006,-4.516667,37.766667,17,484,7.566666667,7.633333333,0.699999988,12.7,17.9,69.4,22,3,,-0.094187215,,,,,,,,,,,,,,,,,,
893,893,1006,-4.516667,37.766667,17,484,7.566666667,7.633333333,2.099999905,12.7,17.9,69.4,22,3,,0.506468319,,,,,,,,,,,,,,,,,,
894,894,1006,-4.516667,37.766667,17,484,7.566666667,7.633333333,1.100000024,12.7,17.9,69.4,22,3,,0.177140198,,,,,,,,,,,,,,,,,,
895,895,1006,-4.516667,37.766667,17,484,7.566666667,7.633333333,0.899999976,12.7,17.9,69.4,22,3,,-0.261570928,,,,,,,,,,,,,,,,,,
896,896,1006,-4.516667,37.766667,17,484,7.566666667,7.633333333,0.699999988,12.7,17.9,69.4,22,3,,-0.426518517,,,,,,,,,,,,,,,,,,
897,897,1008,-6.05,37.283333,17,484,7.566666667,7.633333333,2.400000095,31,40,29,26,3,,0.188256292,,,,,,0.097709369,,,,,,,,,,,,0.262175246
898,898,1008,-6.05,37.283333,17,484,7.566666667,7.633333333,1.100000024,31,40,29,26,3,,0.248936306,,,,,,-0.017877571,,,,,,,,,,,,0.193425928
899,899,1008,-6.05,37.283333,17,484,7.566666667,7.633333333,1.100000024,31,40,29,26,3,,0.574914403,,,,,,0.049773306,,,,,,,,,,,,0.119490978
900,900,1008,-6.05,37.283333,17,484,7.566666667,7.633333333,2.400000095,31,40,29,26,3,,0.048009219,,,,,,0.32029845,,,,,,,,,,,,0.706287974
901,901,1008,-6.05,37.283333,17,484,7.566666667,7.633333333,1.100000024,31,40,29,26,3,,-0.340241085,,,,,,0.243977638,,,,,,,,,,,,-0.209898325
902,902,1008,-6.05,37.283333,17,484,7.566666667,7.633333333,1.100000024,31,40,29,26,3,,-0.291556545,,,,,,0.225272182,,,,,,,,,,,,-0.14359092
903,903,1009,-6.05,37.283333,17,484,7.566666667,7.633333333,2.400000095,31,40,29,1,3,,0.65981076,,,,,,0.311587593,,,,,,,,,,,,0.476754192
904,904,1009,-6.05,37.283333,17,484,7.566666667,7.633333333,1.100000024,31,40,29,1,3,,0.167722757,,,,,,0.009672295,,,,,,,,,,,,0.045462374
905,905,1009,-6.05,37.283333,17,484,7.566666667,7.633333333,1.100000024,31,40,29,1,3,,-0.241162057,,,,,,-0.058615503,,,,,,,,,,,,-0.138378285
906,906,1009,-6.05,37.283333,17,484,7.566666667,7.633333333,2.400000095,31,40,29,1,3,,0.261609832,,,,,,-0.00316623,,,,,,,,,,,,0.075469031
907,907,1009,-6.05,37.283333,17,484,7.566666667,7.633333333,1.100000024,31,40,29,1,3,,-0.416276024,,,,,,-0.129510976,,,,,,,,,,,,-0.008298803
908,908,1009,-6.05,37.283333,17,484,7.566666667,7.633333333,1.100000024,31,40,29,1,3,,-0.752307459,,,,,,-0.188348265,,,,,,,,,,,,-0.218320945
909,909,1010,-5.919722,36.841644,17.5,599,8,15,2.200000048,32.3,31.5,36.2,2,3,,0.947212642,,,,,,0.323929863,,,,,,,,,,,,0.554715152
910,910,1010,-5.919722,36.841644,17.5,599,8,15,1.399999976,32.3,31.5,36.2,2,3,,0.551920752,,,,,,0.112618878,,,,,,,,,,,,0.053298582
911,911,1010,-5.919722,36.841644,17.5,599,8,15,1,32.3,31.5,36.2,2,3,,-0.612608319,,,,,,-0.19062036,,,,,,,,,,,,-0.394291808
912,912,1010,-5.919722,36.841644,17.5,599,8,15,2.200000048,32.3,31.5,36.2,2,3,,0.72366837,,,,,,0.258743883,,,,,,,,,,,,0.52592025
913,913,1010,-5.919722,36.841644,17.5,599,8,15,1.399999976,32.3,31.5,36.2,2,3,,0.397301797,,,,,,0.147506137,,,,,,,,,,,,0.209917789
914,914,1010,-5.919722,36.841644,17.5,599,8,15,1,32.3,31.5,36.2,2,3,,0.012820688,,,,,,-0.059592097,,,,,,,,,,,,0.111521274
915,915,1028,-106.115278,40.080056,3.389333248,420,6.699999809,62.5,5,32,42,26,6,3,,,,,,,,0.58845411,,,,,,,0,,,,,
916,916,1028,-106.115278,40.080056,3.389333248,420,6.699999809,62.5,5,32,42,26,6,3,,,,,,,,0.443317493,,,,,,,-0.072352388,,,,,
917,917,1028,-106.115278,40.080056,3.389333248,420,6.699999809,62.5,5,32,42,26,6,3,,,,,,,,0.402069764,,,,,,,-0.027779564,,,,,
918,918,1028,-106.115278,40.080056,3.389333248,420,6.699999809,62.5,5,32,42,26,6,3,,,,,,,,0.575595398,,,,,,,0.006365394,,,,,
919,919,1028,-106.115278,40.080056,3.389333248,420,6.800000191,21.39999962,2.400000095,29,41,30,6,3,,,,,,,,-0.450918254,,,,,,,-0.0084695,,,,,
920,920,1028,-106.115278,40.080056,3.389333248,420,6.800000191,21.39999962,2.400000095,29,41,30,6,3,,,,,,,,0.017596522,,,,,,,-0.003629768,,,,,
921,921,1028,-106.115278,40.080056,3.389333248,420,6.800000191,21.39999962,2.400000095,29,41,30,6,3,,,,,,,,0.277128594,,,,,,,0.003629768,,,,,
922,922,1028,-106.115278,40.080056,3.389333248,420,6.800000191,21.39999962,2.400000095,29,41,30,6,3,,,,,,,,-0.562673692,,,,,,,0,,,,,
923,923,1029,27.495783,-30.2138,15.38266659,646,6.699999809,20.89999962,2,52,23,25,6,3,,,,0.101968723,,,,0.461971458,,,,0.360002734,,,,,,,,
924,924,1029,27.495783,-30.2138,15.38266659,646,6.699999809,20.89999962,2,52,23,25,6,3,,,,0.020608593,,,,0.508594725,,,,0.487986132,,,,,,,,
925,925,1029,27.495783,-30.2138,15.38266659,646,6.699999809,20.89999962,2,52,23,25,6,3,,,,-0.017357756,,,,0.544111601,,,,0.561469357,,,,,,,,
926,926,1029,27.495783,-30.2138,15.38266659,646,6.699999809,14.60000038,1.399999976,52,23,25,6,3,,,,0.054509656,,,,0.110862593,,,,0.056352937,,,,,,,,
927,927,1029,27.495783,-30.2138,15.38266659,646,6.699999809,14.60000038,1.399999976,52,23,25,6,3,,,,0.046520016,,,,0.146603474,,,,0.100083459,,,,,,,,
928,928,1029,27.495783,-30.2138,15.38266659,646,6.699999809,14.60000038,1.399999976,52,23,25,6,3,,,,-0.091026561,,,,0.266810498,,,,0.357837059,,,,,,,,
929,929,1029,27.495783,-30.2138,15.38266659,646,6.699999809,14.60000038,1.399999976,52,23,25,6,3,,,,0.023707669,,,,-0.086640388,,,,-0.110348057,,,,,,,,
930,930,1029,27.495783,-30.2138,15.38266659,646,6.699999809,14.60000038,1.399999976,52,23,25,6,3,,,,0.067221776,,,,-0.176008533,,,,-0.24323031,,,,,,,,
931,931,1029,27.495783,-30.2138,15.38266659,646,6.699999809,14.60000038,1.399999976,52,23,25,6,3,,,,-0.002706047,,,,-0.09711573,,,,-0.094409684,,,,,,,,
932,932,1029,27.495783,-30.2138,15.38266659,646,6.800000191,13.19999981,1.200000048,46,22,32,6,3,,,,0.027243878,,,,-0.06130952,,,,-0.088553397,,,,,,,,
933,933,1029,27.495783,-30.2138,15.38266659,646,6.800000191,13.19999981,1.200000048,46,22,32,6,3,,,,-0.034632579,,,,-0.129942759,,,,-0.09531018,,,,,,,,
934,934,1029,27.495783,-30.2138,15.38266659,646,6.800000191,13.19999981,1.200000048,46,22,32,6,3,,,,-0.095281912,,,,-0.054459917,,,,0.040821995,,,,,,,,
935,935,1033,79.666667,29.6,17.6,1778,6.099999905,47,4,28.5,19.7,51.8,3,6,,-0.020374219,,,,,,0.097980408,,,,,,,0,,,,,
936,936,1034,-48.281667,-21.248333,22.6,560,5.5,25.60000038,1.600000024,44,16,40,25,3,,,,,,,,-0.100083459,,,,,,,-0.055059777,,,,,
937,937,1035,-121.7642874,38.5382364,23.05,394,NA,NA,NA,NA,NA,NA,2,4,,,,0.095938922,,,,0.087775611,,,,-0.008163311,,,0.019445057,,,,,0.513921601
938,938,1035,-121.7642874,38.5382364,23.05,394,NA,NA,NA,NA,NA,NA,2,4,,,,0.005798579,,,,-0.028987537,,,,-0.034786116,,,-0.004234304,,,,,-0.071035773
939,939,1035,-121.7642874,38.5382364,23.05,394,NA,NA,NA,NA,NA,NA,2,4,,,,-0.039220713,,,,-0.039220713,,,,0,,,-0.010093813,,,,,0.026466573
940,940,1039,105.216667,-4.666667,26.92883301,2463,5.199999809,121.9000015,4.099999905,24,30,46,3,5,,,,-0.032495082,,,,0.493217712,,,,0.528844129,,,-0.005046268,,,,,
941,941,1039,105.216667,-4.666667,26.92883301,2463,5.199999809,121.9000015,4.099999905,24,30,46,3,5,,,,-0.083674704,,,,0.026736156,,,,0.109562203,,,-0.061430099,,,,,
942,942,1041,35.933333,-13.483333,20.25,1000,5.699999809,13.89999962,1.100000024,61,18,21,2,3,,,,-0.00972918,,,,0.524947659,,,,0.53467684,,,0.077708984,,,,,
943,943,1041,35.933333,13.483333,20.25,1000,7,12.80000019,1.200000048,23,34,43,4,3,,,,0.003380333,,,,0.929621396,,,,0.926241063,,,0.127908135,,,,,
944,944,1047,47.016667,35.266667,12,512,7.699999809,20.60000038,3.599999905,28,42,30,4,3,,,,,,,,,,,,,,,,,,,,0.021925361
945,945,1047,47.016667,35.266667,12,512,7.699999809,20.60000038,3.599999905,28,42,30,4,3,,,,,,,,,,,,,,,,,,,,0.198204603
946,946,1048,51.216667,36.366667,14,373,8.1,7.3,1.2,28,44,28,3,3,,,,,,,,,,,,-0.034930022,,,-0.01342302,,,,,
947,947,1048,51.216667,36.366667,14,373,8.1,7.3,1.2,27,43,30,3,3,,,,,,,,,,,,-0.06214331,,,0.005298026,,,,,
948,948,1048,51.216667,36.366667,14,373,8.1,7.3,1.2,27,42,31,3,3,,,,,,,,,,,,-0.097498364,,,0.005215136,,,,,
949,949,1055,-50.154167,-25.014167,20,1431,4.8,48,3.5,34,30,36,12,3,,,,,,,,0.103184236,,,,,,,0.016807118,,,,,
950,950,1055,-50.154167,-25.014167,20,1431,4.8,48,3.5,34,30,36,12,3,,,,,,,,0.085157808,,,,,,,0.068992871,,,,,
951,951,1055,-50.154167,-25.014167,20,1431,4.8,48,3.5,34,30,36,12,3,,,,,,,,-0.120627988,,,,,,,0.017094433,,,,,
952,952,1055,-50.154167,-25.014167,20,1431,4.8,48,3.5,34,30,36,12,3,,,,,,,,0.231801614,,,,,,,0.112117298,,,,,
953,953,1055,-50.154167,-25.014167,20,1431,4.8,48,3.5,34,30,36,12,3,,,,,,,,-0.022472856,,,,,,,-0.018018506,,,,,
954,954,1055,-50.154167,-25.014167,20,1431,4.8,48,3.5,34,30,36,12,3,,,,,,,,-0.09531018,,,,,,,0.017094433,,,,,
955,955,1062,-50.154167,-25.014167,22,1431,5.199999809,48,3.5,34,30,36,17,4,,,,-0.072820007,,,,0.763862705,,,,0.836682712,,,-0.022187405,,,,,
956,956,1062,-50.154167,-25.014167,22,1431,5.199999809,48,3.5,34,30,36,17,4,,,,-0.055876238,,,,-0.088033349,,,,-0.032157111,,,-0.027436098,,,,,
957,957,1062,-50.154167,-25.014167,22,1431,5.199999809,25.10000038,2.5,34,30,36,17,4,,,,0.208677722,,,,0.060624622,,,,-0.148053102,,,-0.049722788,,,,,
958,958,1062,-50.154167,-25.014167,22,1431,5.199999809,17.10000038,1.600000024,34,30,36,17,4,,,,0.186329578,,,,0.274436846,,,,0.088107271,,,-0.044043816,,,,,
959,959,1062,-50.154167,-25.014167,22,1431,5.199999809,17.10000038,1.600000024,34,30,36,17,4,,,,0.212054619,,,,0.376809852,,,,0.164755235,,,-0.054459917,,,,,
960,960,1062,-50.154167,-25.014167,22,1431,5.199999809,48,3.5,34,30,36,17,4,,,,-0.299559671,,,,0.526347,,,,0.82590667,,,0.037524668,,,,,
961,961,1062,-50.154167,-25.014167,22,1431,5.199999809,48,3.5,34,30,36,17,4,,,,-0.054801871,,,,0.023669744,,,,0.078471616,,,0.056583288,,,,,
962,962,1062,-50.154167,-25.014167,22,1431,5.199999809,25.10000038,2.5,34,30,36,17,4,,,,0.148596824,,,,-0.149035579,,,,-0.297632404,,,-0.017512477,,,,,
963,963,1062,-50.154167,-25.014167,22,1431,5.199999809,17.10000038,1.600000024,34,30,36,17,4,,,,0.250994817,,,,-0.112673163,,,,-0.363667978,,,-0.067754673,,,,,
964,964,1062,-50.154167,-25.014167,22,1431,5.199999809,17.10000038,1.600000024,34,30,36,17,4,,,,0.220482206,,,,-0.084899444,,,,-0.305381654,,,-0.060614819,,,,,
965,965,1066,-83.4,33.9,16.51183319,1240,5.300000191,45.70000076,2.5,53,28,19,10,6,,,,,,,,,,,,,,,-0.071804521,,,,,
966,966,1066,-83.4,33.9,16.51183319,1240,5.300000191,45.70000076,2.5,53,28,19,10,6,,,,,,,,,,,,,,,-0.049339534,,,,,
967,967,1066,-83.4,33.9,16.51183319,1240,5.300000191,6.400000095,0.5,46,26,28,10,6,,,,,,,,,,,,,,,-0.127698524,,,,,
968,968,1066,-83.4,33.9,16.51183319,1240,5.300000191,6.400000095,0.5,46,26,28,10,6,,,,,,,,,,,,,,,-0.038738891,,,,,
969,969,1066,-83.4,33.9,16.51183319,1240,5.300000191,3,0.300000012,37,23,40,10,6,,,,,,,,,,,,,,,-0.027526325,,,,,
970,970,1066,-83.4,33.9,16.51183319,1240,5.300000191,3,0.300000012,37,23,40,10,6,,,,,,,,,,,,,,,0.023615164,,,,,
971,971,1066,-83.4,33.9,16.51183319,1240,5.4,1.7,0.36,38,23.4,38.6,10,6,,,,,,,,,,,,,,,0.003484891,,,,,
972,972,1066,-83.4,33.9,16.51183319,1240,5.4,1.7,0.36,38,23.4,38.6,10,6,,,,,,,,,,,,,,,-0.034723377,,,,,
973,973,1077,-79.7594304,36.3425904,14.13399982,1150,5.400000095,39.59999847,2.700000048,48,25,27,22,4,,,,-0.004094172,,,,0.378898081,,,,0.382992252,,,,,,,,0.009302393
974,974,1077,-79.7594304,36.3425904,14.13399982,1150,5.400000095,39.59999847,2.700000048,48,25,27,22,4,,,,0.057854793,,,,0.80709144,,,,0.749236647,,,,,,,,0.500081084
975,975,1079,23.466667,60.816667,4.263166428,612,5.099999905,169.1999969,11.39999962,39,36,25,4,4,,,,,,,,0.141313533,,,,,,,-0.048790164,,,,,
976,976,1079,23.466667,60.816667,4.263166428,612,5.199999809,74.5,3.799999952,40,36,24,4,4,,,,,,,,0.04964523,,,,,,,0,,,,,
977,977,1079,23.466667,60.816667,4.263166428,612,5.300000191,44.70000076,1.799999952,38,37,25,4,4,,,,,,,,0.064538521,,,,,,,0,,,,,
978,978,1079,23.466667,60.816667,4.263166428,612,5.099999905,169.1999969,11.39999962,39,36,25,4,4,,,,,,,,0.168335315,,,,,,,-0.052185753,,,,,
979,979,1079,23.466667,60.816667,4.263166428,612,5.199999809,74.5,3.799999952,40,36,24,4,4,,,,,,,,-0.062671107,,,,,,,0.03333642,,,,,
980,980,1079,23.466667,60.816667,4.263166428,612,5.300000191,44.70000076,1.799999952,38,37,25,4,4,,,,,,,,0.638338944,,,,,,,-0.030771659,,,,,
981,981,1080,35.866667,40.483333,10.64816666,450,7.64,7.1,0.2,33,39,28,2,3,,,,-0.446287103,,,,0.064538521,,,,0.510825624,,,0.001218769,,,,,
982,982,1084,-9.366667,33,20.2,544.5,NA,NA,NA,NA,NA,NA,4,3,,,,-0.133666811,,,,0.213305102,,,,0.30538165,,,,,,,,
983,983,1084,-9.366667,33,20.2,544.5,NA,NA,NA,NA,NA,NA,4,3,,,,0.066765614,,,,0.094558583,,,,0,,,,,,,,
984,984,1084,-9.366667,33,20.2,544.5,NA,NA,NA,NA,NA,NA,4,3,,,,0.082974401,,,,0.111225635,,,,0,,,,,,,,
985,985,1084,-9.366667,33,20.2,544.5,NA,NA,NA,NA,NA,NA,4,3,,,,-0.08709755,,,,0.230112221,,,,0.30538165,,,,,,,,
986,986,1084,-9.366667,33,20.2,544.5,NA,NA,NA,NA,NA,NA,4,3,,,,0.035051638,,,,0.13146314,,,,0.068992871,,,,,,,,
987,987,1084,-9.366667,33,20.2,544.5,NA,NA,NA,NA,NA,NA,4,3,,,,0.085313584,,,,0.075507553,,,,0,,,,,,,,
988,988,1084,-9.366667,33,20.2,544.5,NA,NA,NA,NA,NA,NA,4,3,,,,-0.040624542,,,,0.21893892,,,,0.251314428,,,,,,,,
989,989,1084,-9.366667,33,20.2,544.5,NA,NA,NA,NA,NA,NA,4,3,,,,0.060286109,,,,0.109484233,,,,0.068992871,,,,,,,,
990,990,1084,-9.366667,33,20.2,544.5,NA,NA,NA,NA,NA,NA,4,3,,,,0.02512695,,,,0.093526058,,,,0.074107972,,,,,,,,
991,991,1085,77.4,23.3,25,1130,7.199999809,9.899999619,1.5,20,22,58,8,3,,0.329775337,,-0.232921741,,,,0.123753203,,,,0.356674944,,,-0.037888268,,,,,
992,992,1085,77.4,23.3,25,1130,7.300000191,8.699999809,0.899999976,20,22,58,8,3,,0.36704912,,-0.222067125,,,,0.088087803,,,,0.310154928,,,-0.03057563,,,,,
993,993,1085,77.4,23.3,25,1130,7.199999809,5.300000191,0.699999988,20,22,58,8,3,,0.051697669,,0.0719735,,,,-0.015037877,,,,-0.087011377,,,0.003729029,,,,,
994,994,1085,77.4,23.3,25,1130,7.199999809,9.899999619,1.5,20,22,58,8,3,,0.430013422,,-0.269877448,,,,0.13558766,,,,0.405465108,,,-0.047252885,,,,,
995,995,1085,77.4,23.3,25,1130,7.300000191,8.699999809,0.899999976,20,22,58,8,3,,0.434406726,,-0.308066452,,,,0.127251619,,,,0.435318071,,,-0.035763709,,,,,
996,996,1085,77.4,23.3,25,1130,7.199999809,5.300000191,0.699999988,20,22,58,8,3,,0.005390453,,0.035834453,,,,0.035834453,,,,0,,,-0.015056746,,,,,
997,997,1089,73.033333,33.6,26.75,850,7.89,5.5,NA,55.2,23.4,21.4,2,4,,,,,,,,0.122536348,,,,,,,,,,,,0.16490352
998,998,1089,73.033333,33.6,26.75,850,7.89,5.5,NA,55.2,23.4,21.4,2,4,,,,,,,,0.131832157,,,,,,,,,,,,0.313893722
999,999,1089,73.033333,33.6,26.75,850,7.89,5.5,NA,55.2,23.4,21.4,2,4,,,,,,,,0.202695776,,,,,,,,,,,,0.375097079
1000,1000,1089,73.033333,33.6,26.75,850,7.89,5.5,NA,55.2,23.4,21.4,2,4,,,,,,,,0.202212954,,,,,,,,,,,,0.523248144
1001,1001,1089,73.033333,33.6,26.75,850,7.89,5.5,NA,55.2,23.4,21.4,2,4,,,,,,,,0.241162057,,,,,,,,,,,,0.548691191
1002,1002,1089,73.033333,33.6,26.75,850,7.89,5.5,NA,55.2,23.4,21.4,2,4,,,,,,,,0.293606762,,,,,,,,,,,,0.723918839
1003,1003,1090,73.033333,33.6,26.75,850,7.89,5.5,NA,55.2,23.4,21.4,2,4,,,,-0.120952491,,,,0.047715473,,,,0.168667964,,,,,,,,
1004,1004,1090,73.033333,33.6,26.75,850,7.89,5.5,NA,55.2,23.4,21.4,2,4,,,,-0.187305924,,,,0.115235264,,,,0.302541187,,,,,,,,
1005,1005,1090,73.033333,33.6,26.75,850,7.89,5.5,NA,55.2,23.4,21.4,2,4,,,,0.272870561,,,,0.079464171,,,,-0.193406389,,,,,,,,
1006,1006,1090,73.033333,33.6,26.75,850,7.89,5.5,NA,55.2,23.4,21.4,2,4,,,,-0.289319857,,,,0.18739771,,,,0.476717567,,,,,,,,
1007,1007,1090,73.033333,33.6,26.75,850,7.89,5.5,NA,55.2,23.4,21.4,2,4,,,,0.035112085,,,,0.172245905,,,,0.13713382,,,,,,,,
1008,1008,1090,73.033333,33.6,26.75,850,7.89,5.5,NA,55.2,23.4,21.4,2,4,,,,-0.218107896,,,,0.275199913,,,,0.493307809,,,,,,,,
1009,1009,1097,-86.478,36.9849777,14.18716717,1283,5.599999905,41.59999847,3.900000095,13,59,28,2,4,,,,,,,,-0.09531018,,,,,,,0,,,,,
1010,1010,1098,16.55,48.233333,10.6,538,7.199999809,43.70000076,5.599999905,35,38,27,8,4,,,,0.026267927,,,,0.026267927,,,,0,,,-0.002649008,,,,,
1011,1011,1098,16.55,48.233333,10.6,538,7.300000191,23.70000076,2.099999905,34,38,28,8,4,,,,-0.009980889,,,,0.02079077,,,,0.030771659,,,0.002642009,,,,,
1012,1012,1098,16.55,48.233333,10.6,538,7.300000191,14.89999962,2.099999905,40,33,27,8,4,,,,,,,,0.00447428,,,,,,,0.001316656,,,,,
1013,1013,1098,16.55,48.233333,10.6,538,7.400000095,9.699999809,2,38,32,30,8,4,,,,,,,,0.043590436,,,,,,,0,,,,,
1014,1014,1099,16.55,48.233333,10.7,543,7.199999809,43.70000076,5.599999905,35,38,27,15,4,,,,0.024888272,,,,0.085861291,,,,0.060973019,,,-0.019139135,,,,,
1015,1015,1099,16.55,48.233333,10.7,543,7.300000191,23.70000076,2.099999905,34,38,28,15,4,,,,-0.120864759,,,,-0.195112037,,,,-0.074247278,,,-0.026145007,,,,,
