UID,ID,Study,longitude,latitude,MAT,MAP,pH,SOC,TN,sand,silt,clay,years,n,AS,BG,CBH,CN,DOC,Fed,Feo,SOC,MAOC,POC,Fep,TN,XYL,PPO,ph,Mura,GalN,GluN,ManN,MBC
366,366,538,-5.3391556,39.3423608,15,869,6.400000095,11.10000038,1.200000048,43,32,25,4,4,,,,,,,,-0.146327954,-0.262515038,0.054334351,,,,,0.010054222,,,,,
367,367,539,94.433333,32.533333,27.8,980,6.400000095,51.5,4.5,50,34,16,25,4,,,,0.105360516,0.528881961,,,0.575364145,,,,0.470003629,,,-0.026317308,,,,,0.528597794
368,368,539,94.433333,32.533333,27.8,980,6.400000095,51.5,4.5,50,34,16,25,4,,,,0.162518929,0.610230196,,,0.693147181,,,,0.530628251,,,-0.013072082,,,,,0.545094081
369,369,540,4.433333,40.05,6,428,NA,NA,NA,NA,NA,NA,15,9,,0.506146831,,0.282505308,,,,0.946271564,,,,0.663766256,,,,,,,,
370,370,540,4.433333,40.05,6,428,NA,NA,NA,NA,NA,NA,15,9,,-0.148096171,,0.036971123,,,,0.318934616,,,,0.281963493,,,,,,,,
371,371,540,4.433333,40.05,6,428,NA,NA,NA,NA,NA,NA,15,9,,-0.379664462,,-0.007396619,,,,-0.08944506,,,,-0.08204844,,,,,,,,
372,372,540,4.433333,40.05,6,428,NA,NA,NA,NA,NA,NA,15,9,,-0.129592829,,-0.066058242,,,,-0.09198239,,,,-0.025924146,,,,,,,,
373,373,540,4.433333,40.05,6,428,NA,NA,NA,NA,NA,NA,15,9,,-0.070617568,,0.026088436,,,,0.026088436,,,,0,,,,,,,,
374,374,540,4.433333,40.05,6,428,NA,NA,NA,NA,NA,NA,15,9,,0.018723952,,-0.043151812,,,,-0.121849735,,,,-0.078697922,,,,,,,,
375,375,540,4.433333,40.05,6,428,NA,NA,NA,NA,NA,NA,15,9,,-0.141970262,,0.064887622,,,,0.064887622,,,,0,,,,,,,,
376,376,540,4.433333,40.05,6,428,NA,NA,NA,NA,NA,NA,15,9,,-0.094072556,,-0.005111536,,,,-0.064538521,,,,-0.059426986,,,,,,,,
377,377,547,-101.86,43.95,8.580166817,436,7.4,27,2.400000095,18,49,33,3,4,,0.306751531,,,,,,,,,,,,,,,,,,
378,378,547,-101.86,43.95,8.580166817,436,7.4,27,2.400000095,18,49,33,3,4,,-0.263085802,,,,,,,,,,,,,,,,,,
379,379,551,-76.9470112,39.036146,13.24233341,1110,5.099999905,80.09999847,5.300000191,35,45,20,3,4,,,,0.035764585,,,,0.232474879,,,,0.196710294,,,,,,,,
380,380,552,-44.25,-19.466667,21.02949905,1395,NA,NA,NA,NA,NA,NA,15,3,,0.588353398,,-0.044056849,,,,0.168777332,,,,0.212834181,,,,,,,,
381,381,552,-44.25,-19.466667,21.02949905,1395,NA,NA,NA,NA,NA,NA,15,3,,-0.20329468,,-0.040619302,,,,-0.023669744,,,,0.016949558,,,,,,,,
382,382,552,-44.25,-19.466667,21.02949905,1395,NA,NA,NA,NA,NA,NA,15,3,,-0.142047658,,0.028568717,,,,-0.024541109,,,,-0.053109825,,,,,,,,
383,383,552,-44.25,-19.466667,21.02949905,1395,NA,NA,NA,NA,NA,NA,5,3,,0.113895418,,-0.022336514,,,,0.146603474,,,,0.168939988,,,,,,,,
384,384,552,-44.25,-19.466667,21.02949905,1395,NA,NA,NA,NA,NA,NA,5,3,,-0.452510472,,0.036214705,,,,0.061748007,,,,0.025533302,,,,,,,,
385,385,552,-44.25,-19.466667,21.02949905,1395,NA,NA,NA,NA,NA,NA,5,3,,-0.225246602,,0.064886701,,,,0.037979248,,,,-0.026907453,,,,,,,,
386,386,567,-74.0516322,40.7591622,11.99966717,1219,NA,NA,NA,NA,NA,NA,23,3,,,,,,,,0.247501995,,,,,,,0.059719235,,,,,
387,387,567,-74.0516322,40.7591622,11.99966717,1219,NA,NA,NA,NA,NA,NA,23,3,,,,,,,,0.104670623,,,,,,,-0.063513406,,,,,
388,388,567,-74.0516322,40.7591622,11.99966717,1219,NA,NA,NA,NA,NA,NA,23,3,,,,,,,,0.056752817,,,,,,,-0.032260862,,,,,
389,389,567,-74.0516322,40.7591622,11.99966717,1219,NA,NA,NA,NA,NA,NA,23,3,,,,,,,,0,,,,,,,-0.03333642,,,,,
390,390,567,-74.0516322,40.7591622,11.99966717,1219,NA,NA,NA,NA,NA,NA,23,3,,,,,,,,-0.015504187,,,,,,,-0.016807118,,,,,
391,391,567,-74.0516322,40.7591622,11.99966717,1219,NA,NA,NA,NA,NA,NA,23,3,,,,,,,,-0.00790518,,,,,,,-0.034486176,,,,,
392,392,587,-3.659486,50.545155,10.66033363,957,6,80.5,7.300000191,33,48,19,12,3,,0.011428696,,0.007853962,,,,0.046096774,,,,0.038242812,,,-0.022239612,,,,,-0.049958337
393,393,587,-3.659486,50.545155,10.66033363,957,6,80.5,7.300000191,33,48,19,12,3,,-0.170254087,,0.03972357,,,,0.074810544,,,,0.035086974,,,-0.118615606,,,,,0.044096911
394,394,587,-3.659486,50.545155,10.66033363,957,6,38.90000153,3.5,33,49,18,12,3,,-0.054067221,,-0.063617635,,,,-0.077776091,,,,-0.014158456,,,0.046520016,,,,,0.078403527
395,395,587,-3.659486,50.545155,10.66033363,957,6,38.90000153,3.5,33,49,18,12,3,,-0.333491608,,-0.073179428,,,,-0.139696755,,,,-0.066517327,,,0.059473565,,,,,-0.039233025
396,396,587,-3.659486,50.545155,10.66033363,957,6,26.5,3,32,47,21,12,3,,-0.076372979,,-0.004100855,,,,-0.010978987,,,,-0.006878133,,,0.009792,,,,,-0.240139364
397,397,587,-3.659486,50.545155,10.66033363,957,6,26.5,3,32,47,21,12,3,,-1.320697079,,-0.069138318,,,,-0.208500073,,,,-0.139361757,,,0.044839392,,,,,-0.624119738
398,398,587,-3.659486,50.545155,10.66033363,957,6,80.5,7.300000191,33,48,19,12,3,,-0.045879606,,-0.017757972,,,,-0.051299874,,,,-0.033541903,,,-0.07641623,,,,,-0.05461309
399,399,587,-3.659486,50.545155,10.66033363,957,6,80.5,7.300000191,33,48,19,12,3,,0.219628609,,0.027823292,,,,0.068062731,,,,0.040239439,,,-0.124297717,,,,,0.090315134
400,400,587,-3.659486,50.545155,10.66033363,957,6,38.90000153,3.5,33,49,18,12,3,,-0.045462374,,-0.018415197,,,,-0.040828056,,,,-0.02241286,,,-0.013741628,,,,,-0.036634644
401,401,587,-3.659486,50.545155,10.66033363,957,6,38.90000153,3.5,33,49,18,12,3,,-0.287682072,,-0.025830474,,,,-0.040828056,,,,-0.014997582,,,0.012658397,,,,,-0.106107937
402,402,587,-3.659486,50.545155,10.66033363,957,6,26.5,3,32,47,21,12,3,,-0.223143551,,-0.024371592,,,,-0.13007777,,,,-0.105706178,,,-0.01340666,,,,,0.035375803
403,403,587,-3.659486,50.545155,10.66033363,957,6,26.5,3,32,47,21,12,3,,-0.702716632,,-0.080519959,,,,-0.283936939,,,,-0.203416982,,,0.014833399,,,,,-0.270281967
404,404,590,110.083333,35.316667,11.5,1833,8,6.175,1.115,29,49,22,11,3,,0.231954181,0.497402603,,,,,0.361551921,0.259374689,0.654462038,,,0.516130677,,,,,,,0.847497362
405,405,590,110.083333,35.316667,11.5,1833,8.100000381,6.175,1.115,29,49,22,11,3,,0.031748698,0.178248231,,,,,0.061452779,0.070605468,0.038805574,,,0.05515182,,,,,,,0.455877927
406,406,590,110.083333,35.316667,11.5,1833,8.199999809,6.175,1.115,29,50,21,11,3,,0.159194827,0.494018505,,,,,0.038048068,0.026045606,0.083381609,,,0.519300251,,,,,,,0.388969889
407,407,590,110.083333,35.316667,11.5,1833,8.199999809,6.175,1.115,29,51,20,11,3,,-0.028039221,-0.089231134,,,,,0.255290577,0.243598822,0.354545017,,,-0.010362787,,,,,,,0.282998223
408,408,590,110.083333,35.316667,11.5,1833,8,6.175,1.115,29,49,22,11,3,,,,,,,,0.393542463,0.304616642,0.654462038,,,,,,,,,,0.919637082
409,409,590,110.083333,35.316667,11.5,1833,8.100000381,6.175,1.115,29,49,22,11,3,,,,,,,,0.15415068,0.197911695,0.038805574,,,,,,,,,,0.413136379
410,410,590,110.083333,35.316667,11.5,1833,8.199999809,6.175,1.115,29,50,21,11,3,,,,,,,,0.035377839,0.022646671,0.083381609,,,,,,,,,,0.419678545
411,411,590,110.083333,35.316667,11.5,1833,8.199999809,6.175,1.115,29,51,20,11,3,,,,,,,,0.094947927,0.061372453,0.354545017,,,,,,,,,,0.030677252
412,412,593,-85.0420871,35.9583866,17,1355,5.099999905,59.09999847,3.5,42,38,20,25,4,,,,0.365745747,,,,0.478822893,,,,0.113077145,,,0.036760896,,,,,
413,413,593,-85.0420871,35.9583866,17,1355,5.199999809,18.60000038,1.399999976,41,38,21,25,4,,,,0.127836712,,,,0.113328685,,,,-0.014508026,,,-0.075760046,,,,,
414,414,593,-85.0420871,35.9583866,17,1355,5.099999905,59.09999847,3.5,42,38,20,25,4,,,,0.287474604,,,,0.36500032,,,,0.077525717,,,0.033434776,,,,,
415,415,593,-85.0420871,35.9583866,17,1355,5.199999809,18.60000038,1.399999976,41,38,21,25,4,,,,0.152519917,,,,0.233261681,,,,0.080741764,,,0.038764543,,,,,
416,416,593,-85.0420871,35.9583866,17,1355,5.099999905,59.09999847,3.5,42,38,20,25,4,,,,0.429768959,,,,0.312738652,,,,-0.117030307,,,-0.016461277,,,,,
417,417,593,-85.0420871,35.9583866,17,1355,5.199999809,18.60000038,1.399999976,41,38,21,25,4,,,,0.031867592,,,,-0.00826451,,,,-0.040132101,,,-0.044735894,,,,,
418,418,593,-85.0420871,35.9583866,17,1355,5.099999905,59.09999847,3.5,42,38,20,25,4,,,,0.356171509,,,,0.429196644,,,,0.073025135,,,0.029852963,,,,,
419,419,593,-85.0420871,35.9583866,17,1355,5.199999809,18.60000038,1.399999976,41,38,21,25,4,,,,0.130058619,,,,0.140088793,,,,0.010030175,,,-0.005785937,,,,,
420,420,593,-85.0420871,35.9583866,17,1355,5.099999905,59.09999847,3.5,42,38,20,25,4,,,,0.302899816,,,,0.240933093,,,,-0.061966724,,,-0.061875404,,,,,
421,421,593,-85.0420871,35.9583866,17,1355,5.199999809,18.60000038,1.399999976,41,38,21,25,4,,,,-0.184734104,,,,-0.092231224,,,,0.09250288,,,0.008620743,,,,,
422,422,593,-85.0420871,35.9583866,17,1355,5.099999905,59.09999847,3.5,42,38,20,25,4,,,,0.180846751,,,,0.25200647,,,,0.071159719,,,0.035789108,,,,,
423,423,593,-85.0420871,35.9583866,17,1355,5.199999809,18.60000038,1.399999976,41,38,21,25,4,,,,-0.019149769,,,,-0.113481954,,,,-0.094332184,,,0.002018164,,,,,
424,424,593,-85.0420871,35.9583866,18,1356,5.099999905,59.09999847,3.5,42,38,20,25,4,,,,0.176265447,,,,0.302416732,,,,0.126151286,,,0.001970444,,,,,
425,425,593,-85.0420871,35.9583866,19,1357,5.199999809,18.60000038,1.399999976,41,38,21,25,4,,,,-0.252464718,,,,-0.201968554,,,,0.050496163,,,-0.020284671,,,,,
426,426,593,-85.0420871,35.9583866,18,1356,5.099999905,59.09999847,3.5,42,38,20,25,4,,,,0.457872163,,,,0.41804389,,,,-0.039828273,,,0.035159872,,,,,
427,427,593,-85.0420871,35.9583866,19,1357,5.199999809,18.60000038,1.399999976,41,38,21,25,4,,,,0.122303548,,,,0.14389418,,,,0.021590632,,,-0.021761492,,,,,
428,428,598,98.473333,22.175556,25,1000,7.5,28.70000076,2.299999952,34,35,31,30,3,,,,0.041588824,,,,0.59119561,,,,0.575364146,,,,,,,,0.169678857
429,429,598,98.473333,22.175556,25,1000,7.5,20.29999924,2,34,34,32,30,3,,,,0.041588824,,,,0.396836927,,,,0.462775926,,,,,,,,0.169678857
430,430,598,98.473333,22.175556,25,1000,7.5,15.19999981,1.399999976,32,32,36,30,3,,,,0.041588824,,,,0.314995514,,,,0.448216274,,,,,,,,0.169678857
431,431,598,98.473333,22.175556,25,1000,7.5,28.70000076,2.299999952,34,35,31,30,3,,,,0.211473511,,,,0.65164745,,,,0.52494495,,,,,,,,0.300175399
432,432,598,98.473333,22.175556,25,1000,7.5,20.29999924,2,34,34,32,30,3,,,,0.211473511,,,,0.432647843,,,,0.545078505,,,,,,,,0.300175399
433,433,598,98.473333,22.175556,25,1000,7.5,15.19999981,1.399999976,32,32,36,30,3,,,,0.211473511,,,,0.108134443,,,,0.692758302,,,,,,,,0.300175399
434,434,598,98.473333,22.175556,25,1000,7.5,28.70000076,2.299999952,34,35,31,30,3,,,,0.154878747,,,,0.614158769,,,,0.536786288,,,,,,,,0.036560343
435,435,598,98.473333,22.175556,25,1000,7.5,20.29999924,2,34,34,32,30,3,,,,0.154878747,,,,0.295300041,,,,0.238180091,,,,,,,,0.036560343
436,436,598,98.473333,22.175556,25,1000,7.5,15.19999981,1.399999976,32,32,36,30,3,,,,0.154878747,,,,0.524905145,,,,0.812543901,,,,,,,,0.036560343
437,437,606,5.325861,39.318639,15.3,856,NA,NA,NA,NA,NA,NA,6,4,,,,,,,,0.142721984,-0.0711411,0.462623522,,,,,-0.005655057,,,,,
438,438,606,5.325861,39.318639,15.3,856,NA,NA,NA,NA,NA,NA,6,4,,,,,,,,0.010772097,0.004773279,0.028987537,,,,,-0.005819609,,,,,
439,439,606,5.325861,39.318639,15.3,856,NA,NA,NA,NA,NA,NA,6,4,,,,,,,,-0.032636929,-0.04058528,0,,,,,-0.015968403,,,,,
440,440,606,5.325861,39.318639,15.3,856,NA,NA,NA,NA,NA,NA,6,4,,,,,,,,,,,,,,,-0.002047084,,,,,
441,441,609,116.566667,36.833333,13.1,560,7.1,8.199999809,1.5,27,51,22,5,4,,1.165186779,,,0.288161804,,,,,,,,,,,,,,,0.398103112
442,442,609,116.566667,36.833333,13.1,560,7.1,8.199999809,1.5,27,51,22,5,4,,1.32175584,,,0.204024293,,,,,,,,,,,,,,,0.12419038
443,443,609,116.566667,36.833333,13.1,560,7.1,8.199999809,1.5,27,51,22,5,4,,1.211940974,,,0.330811433,,,,,,,,,,,,,,,0.366670484
444,444,609,116.566667,36.833333,13.1,560,7.1,8.199999809,1.5,27,51,22,5,4,,1.157206453,,,0.188526334,,,,,,,,,,,,,,,0.553885113
445,445,609,116.566667,36.833333,13.1,560,7.1,8.199999809,1.5,27,51,22,5,4,,1.224189596,,,0.213773363,,,,,,,,,,,,,,,0.221900543
446,446,609,116.566667,36.833333,13.1,560,7.1,8.199999809,1.5,27,51,22,5,4,,1.817612848,,,0.260076806,,,,,,,,,,,,,,,0.564766014
447,447,610,116.566667,36.833333,13.6,575,7.1,8.199999809,1.5,27,51,22,3,3,,,,,,,,,,,,0.099254958,,,,,,,,
448,448,610,116.566667,36.833333,13.6,575,7.1,5.900000095,0.699999988,27,52,21,3,3,,,,,,,,,,,,-0.074107972,,,,,,,,
449,449,610,116.566667,36.833333,13.6,575,7.1,5.699999809,0.699999988,24,47,29,3,3,,,,,,,,,,,,-0.024692613,,,,,,,,
450,450,610,116.566667,36.833333,13.6,575,7.1,8.199999809,1.5,27,51,22,3,3,,,,,,,,,,,,0.102049254,,,,,,,,
451,451,610,116.566667,36.833333,13.6,575,7.1,5.900000095,0.699999988,27,52,21,3,3,,,,,,,,,,,,-0.090514008,,,,,,,,
452,452,610,116.566667,36.833333,13.6,575,7.1,5.699999809,0.699999988,24,47,29,3,3,,,,,,,,,,,,-0.046520016,,,,,,,,
453,453,613,-92.2,38.883333,12.8,1145,6.300000191,28,2.700000048,7,67,26,18,4,,,,,,,,,,,,,,,-0.050430854,,,,,
454,454,613,-92.2,38.883333,12.8,1145,6.400000095,14.39999962,1.600000024,7,67,26,18,4,,,,,,,,,,,,,,,-0.016000341,,,,,
455,455,613,-92.2,38.883333,12.8,1145,6.400000095,14.39999962,1.600000024,7,67,26,18,4,,,,,,,,,,,,,,,0,,,,,
456,456,613,-92.2,38.883333,12.8,1145,5.900000095,9.699999809,1.100000024,5,59,36,18,4,,,,,,,,,,,,,,,0.018349139,,,,,
457,457,613,-92.2,38.883333,12.8,1145,5.400000095,6.699999809,0.899999976,3,57,40,18,4,,,,,,,,,,,,,,,0,,,,,
458,458,613,-92.2,38.883333,12.8,1145,5.7,3.3,0.71,8.2,57.1,34.7,18,4,,,,,,,,,,,,,,,0.018349139,,,,,
459,459,616,-94.87,37.21,14.4,1157.3,6.300000191,31.39999962,3.299999952,14,60,26,1,3,,,,0.150507016,,,,0.325114298,,,,0.149844968,,,-0.029738119,,,,,
460,460,616,-94.87,37.21,14.4,1157.3,6.300000191,14.5,1.5,13,66,21,1,3,,,,0.025721295,,,,0.150703312,,,,0.137201122,,,-0.038052329,,,,,
461,461,616,-94.87,37.21,14.4,1157.3,6.300000191,14.5,1.5,13,66,21,1,3,,,,-0.085401855,,,,0.073060719,,,,0.084557388,,,0.076238377,,,,,
462,462,616,-94.87,37.21,14.4,1157.3,6.099999905,11.19999981,1.200000048,12,62,26,1,3,,,,0.045504315,,,,0.178265931,,,,0.140229341,,,0.085601926,,,,,
463,463,616,-94.87,37.21,14.4,1157.3,5.599999905,9.399999619,1.200000048,8,46,46,1,3,,,,0.096334595,,,,0.327573401,,,,0.224400622,,,0.023706858,,,,,
464,464,616,-94.87,37.21,14.4,1157.3,5.599999905,9.399999619,1.200000048,8,46,46,1,3,,,,0.105105288,,,,0.421138342,,,,0.251314428,,,-0.014783729,,,,,
465,465,616,-94.87,37.21,14.4,1157.3,5.599999905,9.399999619,1.200000048,8,46,46,1,3,,,,0.013969959,,,,0.398539484,,,,0.421213464,,,-0.017960634,,,,,
466,466,620,125.55,44.2,4.4,520.3,6.48,16.48,1.42,29,50,21,16,4,,,,,,,,,,,,0.251485529,,,,,,,,
467,467,620,125.55,44.2,4.4,520.3,6.45,16.29,1.39,29,49,22,16,4,,,,,,,,,,,,0.108756861,,,,,,,,
468,468,620,125.55,44.2,4.4,520.3,6.51,16.08,1.37,29,49,22,16,4,,,,,,,,,,,,-0.059597073,,,,,,,,
469,469,620,125.55,44.2,4.4,520.3,7.03,14.22,1.16,28,50,22,16,4,,,,,,,,,,,,-0.02521142,,,,,,,,
470,470,622,125.55,44.2,17,1355,6.04,14.96,1.4,29,50,21,9,4,,,,0.043249984,,,,0.279233018,,,,0.250705415,,,,,,,,
471,471,622,125.55,44.2,17,1355,6.04,14.96,1.4,29,49,22,9,4,,,,0.008053735,,,,-0.250578322,,,,-0.255182905,,,,,,,,
472,472,622,125.55,44.2,17,1355,6.04,14.96,1.4,29,49,22,9,4,,,,-0.085433556,,,,-0.068992871,,,,0.013245226,,,,,,,,
473,473,623,125.55,44.2,17,1355,6.04,14.96,1.4,29,50,21,6,4,,,,,,,,,,,,,,,-0.001145475,,,,,
474,474,623,125.55,44.2,17,1355,6.04,14.96,1.4,29,49,22,6,4,,,,,,,,,,,,,,,0.012318185,,,,,
475,475,623,125.55,44.2,17,1355,6.04,14.96,1.4,29,49,22,6,4,,,,,,,,,,,,,,,0.002615748,,,,,
476,476,624,122.916667,45.683333,5.470333099,405,7.1,9.849100406,1.52,47,23,30,3,3,,,,,,,,,,,,-0.122961712,,,,,,,,
477,477,624,122.916667,45.683333,5.470333099,405,7.1,9.849100406,1.52,47,23,30,3,3,,,,,,,,,,,,-0.004210533,,,,,,,,
478,478,624,122.916667,45.683333,5.470333099,405,7.1,9.849100406,1.52,47,23,30,3,3,,,,,,,,,,,,-0.251606016,,,,,,,,
479,479,624,122.916667,45.683333,5.470333099,405,7.1,9.849100406,1.52,47,23,30,3,3,,,,,,,,,,,,-0.014042358,,,,,,,,
480,480,634,93.533333,44.066667,6.3,824,8,8.699999809,1.399999976,40,40,20,14,4,,,,,,,,0.143443544,,,,,,,,,,,,
481,481,634,93.533333,44.066667,6.3,824,8,8.699999809,1.399999976,40,40,20,14,4,,,,,,,,0.092781733,,,,,,,,,,,,
482,482,634,93.533333,44.066667,6.3,824,8,8.699999809,1.399999976,40,40,20,14,4,,,,,,,,0.204051273,,,,,,,,,,,,
483,483,634,93.533333,44.066667,6.3,824,8.100000381,8.399999619,0.800000012,40,40,20,14,4,,,,,,,,0.071309028,,,,,,,,,,,,
484,484,634,93.533333,44.066667,6.3,824,8.100000381,8.399999619,0.800000012,40,40,20,14,4,,,,,,,,0.036367644,,,,,,,,,,,,
485,485,634,93.533333,44.066667,6.3,824,8.100000381,8.399999619,0.800000012,40,40,20,14,4,,,,,,,,0.072993766,,,,,,,,,,,,
486,486,634,93.533333,44.066667,6.3,824,8,6.699999809,0.600000024,39,40,21,14,4,,,,,,,,0.10188445,,,,,,,,,,,,
487,487,634,93.533333,44.066667,6.3,824,8,6.699999809,0.600000024,39,40,21,14,4,,,,,,,,0.084642643,,,,,,,,,,,,
488,488,634,93.533333,44.066667,6.3,824,8,6.699999809,0.600000024,39,40,21,14,4,,,,,,,,0.005917177,,,,,,,,,,,,
489,489,634,93.533333,44.066667,6.3,824,8,4.800000191,0.600000024,40,40,20,14,4,,,,,,,,0.504045937,,,,,,,,,,,,
490,490,634,93.533333,44.066667,6.3,824,8,4.800000191,0.600000024,40,40,20,14,4,,,,,,,,0.174941449,,,,,,,,,,,,
491,491,634,93.533333,44.066667,6.3,824,8,4.800000191,0.600000024,40,40,20,14,4,,,,,,,,0.09217046,,,,,,,,,,,,
492,492,634,93.533333,44.066667,6.3,824,8,8.699999809,1.399999976,40,40,20,14,4,,,,,,,,0.017978012,,,,,,,,,,,,
493,493,634,93.533333,44.066667,6.3,824,8,8.699999809,1.399999976,40,40,20,14,4,,,,,,,,0.059991911,,,,,,,,,,,,
494,494,634,93.533333,44.066667,6.3,824,8,8.699999809,1.399999976,40,40,20,14,4,,,,,,,,0.018868484,,,,,,,,,,,,
495,495,634,93.533333,44.066667,6.3,824,8.100000381,8.399999619,0.800000012,40,40,20,14,4,,,,,,,,-0.139585902,,,,,,,,,,,,
496,496,634,93.533333,44.066667,6.3,824,8.100000381,8.399999619,0.800000012,40,40,20,14,4,,,,,,,,-0.139373668,,,,,,,,,,,,
497,497,634,93.533333,44.066667,6.3,824,8.100000381,8.399999619,0.800000012,40,40,20,14,4,,,,,,,,-0.104117507,,,,,,,,,,,,
498,498,634,93.533333,44.066667,6.3,824,8,6.699999809,0.600000024,39,40,21,14,4,,,,,,,,-0.230523659,,,,,,,,,,,,
499,499,634,93.533333,44.066667,6.3,824,8,6.699999809,0.600000024,39,40,21,14,4,,,,,,,,-0.117460923,,,,,,,,,,,,
500,500,634,93.533333,44.066667,6.3,824,8,6.699999809,0.600000024,39,40,21,14,4,,,,,,,,-0.209481325,,,,,,,,,,,,
501,501,634,93.533333,44.066667,6.3,824,8,4.800000191,0.600000024,40,40,20,14,4,,,,,,,,0.139966045,,,,,,,,,,,,
502,502,634,93.533333,44.066667,6.3,824,8,4.800000191,0.600000024,40,40,20,14,4,,,,,,,,0.167615409,,,,,,,,,,,,
503,503,634,93.533333,44.066667,6.3,824,8,4.800000191,0.600000024,40,40,20,14,4,,,,,,,,-0.167537761,,,,,,,,,,,,
504,504,644,19.610028,47.692139,10.3,560,7.099999905,31.79999924,4.099999905,26,39,35,18,4,,,,,,,,0.176946232,,,,,,,-0.062342159,,,,,
505,505,644,19.610028,47.692139,10.3,560,7.099999905,17.60000038,1.799999952,23,43,34,18,4,,,,,,,,0.019770001,,,,,,,-0.037169472,,,,,
506,506,644,19.610028,47.692139,10.3,560,7.099999905,15.69999981,1.799999952,34,30,36,18,4,,,,,,,,-0.070305443,,,,,,,-0.012114272,,,,,
507,507,644,19.610028,47.692139,10.3,560,7.599999905,8.699999809,1.399999976,34,30,36,18,4,,,,,,,,-0.200670695,,,,,,,-0.002034257,,,,,
508,508,644,19.610028,47.692139,10.3,560,7.099999905,31.79999924,4.099999905,26,39,35,18,4,,,,,,,,0.2398894,,,,,,,-0.091500051,,,,,
509,509,644,19.610028,47.692139,10.3,560,7.099999905,17.60000038,1.799999952,23,43,34,18,4,,,,,,,,-0.00556175,,,,,,,-0.047011425,,,,,
510,510,644,19.610028,47.692139,10.3,560,7.099999905,15.69999981,1.799999952,34,30,36,18,4,,,,,,,,-0.061390079,,,,,,,0.002695252,,,,,
511,511,644,19.610028,47.692139,10.3,560,7.599999905,8.699999809,1.399999976,34,30,36,18,4,,,,,,,,-0.16970847,,,,,,,-0.018873129,,,,,
512,512,651,108.319722,22.82,24.8,1398,5.95,31.87,1.64,NA,NA,NA,2,3,,0.246748664,,0.14581577,,,,0.255377973,,,,0.109562203,,,0.11170399,,,,,
513,513,651,108.319722,22.82,24.8,1398,5.95,31.87,1.64,NA,NA,NA,2,3,,0.103206442,,0.09698382,,,,0.104857877,,,,0.007874056,,,0.001576044,,,,,
514,514,651,108.319722,22.82,24.8,1398,5.95,31.87,1.64,NA,NA,NA,2,3,,0.203496554,,0.199055305,,,,0.292987125,,,,0.09393182,,,0.133308551,,,,,
515,515,651,108.319722,22.82,24.8,1398,5.95,31.87,1.64,NA,NA,NA,2,3,,0.195286597,,-0.052388696,,,,0.003700771,,,,0.056089467,,,-0.003025721,,,,,
516,516,663,90.833333,24.9,25,2542,5.699999809,16.2,1.1,38,34,28,2,3,,,,0.05406907,,,,0.160773221,,,,0.106704151,,,,,,,,
517,517,663,90.833333,24.9,25,2542,5.699999809,16.2,1.1,38,34,28,2,3,,,,0.039259165,,,,0.112726318,,,,0.073467152,,,,,,,,
518,518,663,90.833333,24.9,25,2542,5.699999809,16.2,1.1,38,34,28,2,3,,,,0.085143963,,,,0.127833372,,,,0.042689409,,,,,,,,
519,519,663,90.833333,24.9,25,2542,5.699999809,16.2,1.1,38,34,28,2,3,,,,0.109798575,,,,0.156866086,,,,0.047067511,,,,,,,,
520,520,663,90.833333,24.9,25,2542,5.699999809,16.2,1.1,38,34,28,2,3,,,,0.117439499,,,,0.16409519,,,,0.046655691,,,,,,,,
521,521,663,90.833333,24.9,25,2542,5.699999809,16.2,1.1,38,34,28,2,3,,,,0.126737724,,,,0.129848147,,,,0.003110423,,,,,,,,
522,522,665,70.433333,21.516667,9,1094,8.12,8.18,1.5,39,33,28,2,3,,-0.100322722,,,,,,,,,,,,,,,,,,
523,523,665,70.433333,21.516667,9,1094,8.12,8.18,1.5,39,33,28,2,3,,0.108096495,,,,,,,,,,,,,,,,,,
524,524,665,70.433333,21.516667,9,1094,8.12,8.18,1.5,39,33,28,2,3,,-0.118748753,,,,,,,,,,,,,,,,,,
525,525,665,70.433333,21.516667,9,1094,8.12,8.18,1.5,39,33,28,2,3,,0.061422813,,,,,,,,,,,,,,,,,,
526,526,668,-47.7,-15.583333,21.20216751,1475,NA,NA,NA,NA,NA,NA,2,3,,,,,,,,,,,,,,,0.017699577,,,,,
527,527,668,-47.7,-15.583333,21.20216751,1475,NA,NA,NA,NA,NA,NA,2,3,,,,,,,,,,,,,,,-0.018018506,,,,,
528,528,668,-47.7,-15.583333,21.20216751,1475,NA,NA,NA,NA,NA,NA,2,3,,,,,,,,,,,,,,,-0.018692133,,,,,
529,529,668,-47.7,-15.583333,21.20216751,1475,NA,NA,NA,NA,NA,NA,2,3,,,,,,,,,,,,,,,0.070204259,,,,,
530,530,668,-47.7,-15.583333,21.20216751,1475,NA,NA,NA,NA,NA,NA,2,3,,,,,,,,,,,,,,,0.03509132,,,,,
531,531,668,-47.7,-15.583333,21.20216751,1475,NA,NA,NA,NA,NA,NA,2,3,,,,,,,,,,,,,,,0,,,,,
532,532,670,-83.5,39.8,10.8,1043,6.599999905,43,4.599999905,19,52,29,2,3,,,,-0.167793456,,,,0.859468396,,,,-1.027261851,,,-0.119545151,,,,,
533,533,670,-83.5,39.8,10.8,1043,6.599999905,43,4.599999905,19,52,29,2,3,,,,0.029270382,,,,0.949080555,,,,-0.919810171,,,-0.160930367,,,,,
